SCAN_NO_TECH	{No scan technology installed}
It transforms into a multi-tool I can use.}
WAR_MON_RES_B_3	{I dodge the warrior's attack.

The hunt disappears, and I am left alone.}
WAR_MON_DESC_4	{The monolith shows images of creatures lying dead before it. Each sacrificed, butchered and offered up to whatever Gods were once worshipped here.

Suddenly, the head of a small woodland animal raises up through the earth below me. It stares at me with wide-eyes, then gives a joyful skip when its tiny hooves reach ground level. Something is clearly expected of me...}
DNT_WAR_MON_LANG_4	{The command of the Vy'keen Ancients! Sacrifice the beast! Blood for Hirk!}
WAR_MON_OPT_A_4	{Sacrifice the creature}
WAR_MON_OPT_B_4	{Let the creature live}
WAR_MON_RES_A_4	{I blast the woodland animal in two.

I am rewarded for this offering.}
WAR_MON_RES_B_4	{The creature skips around my feet with joyful abandon.

It runs away and out of sight.}
WAR_MON_DESC_5	{Two ancient stone cups materialise in front of the monolith. One is filled with a dark red viscous liquid, the other contains a sticky fluid that is bright yellow and smells powerfully bitter.

On the stone tablet behind the cups ancient glyphs swirl to form an image. A powerful and muscular warrior surrounded by a red halo challenges an opponent clad in bright yellow armour.}
DNT_WAR_MON_LANG_5	{Choose healing blood or renergising bile of the Vy'keen Ancients. Drink destiny.}
WAR_MON_OPT_A_5	{Drink the viscous red liquid}
WAR_MON_OPT_B_5	{Drink the bitter yellow liquid}
WAR_MON_RES_A_5	{The liquid seems to clot as I swallow it.

I feel somehow reinvigorated.}
WAR_MON_RES_B_5	{The liquid tastes foul as it washes down my throat.

Suddenly an unknown power repairs all my equipment.}
WAR_MON_DESC_6	{The monolith rips like paper, opening a window to another world. It is laced with a giant web. Just within my reach, an ancient warrior lies cocooned. It has been there for centuries. Dead, vacant eyes stare through me and on into the landscape beyond.

It carries a rusted multi-tool, while a bulging webbed sack on its chest suggests it might carry greater riches on its body. Suddenly, the strange leathery growth starts to move...}
DNT_WAR_MON_LANG_6	{Pathetic dead coward lies here! Interloper! Take your remuneration...}
WAR_MON_OPT_A_6	{Take multi-tool}
WAR_MON_OPT_B_6	{Search body}
WAR_MON_RES_A_6	{The multi-tool is not operational.

I salvage a new technology blueprint.}
WAR_MON_RES_B_6	{Hundreds of arachnids burst from the warrior's corpse.

Their bites are poison, but my search is rewarded.}
WAR_MON_DESC_7	{A portal opens on the monolith, and the body of a huge winged animal falls to my feet. Its throat has been ritually cut, and its wings have been tattooed with faces of an ancient warrior tribe. The eyes though, the eyes look strange...

Its original eyes have been cut out, and replaced by glittering red orbs. The more I look, the more they blaze. An advanced technology clearly lies at their centre. Can I bear to desecrate this sacrifice for help with my journey?}
DNT_WAR_MON_LANG_7	{Respect the Vy'keen Ancients sacrifice. The beast has holy sight.}
WAR_MON_OPT_A_7	{Remove sacrifice's eyes}
WAR_MON_OPT_B_7	{Respect sacrifice}
WAR_MON_RES_A_7	{The red orbs glow, then crackle information through my multi-tool.

I gain a blueprint, but have angered an unknown power.}
WAR_MON_RES_B_7	{The ancients that dwell here smile on my decision.

I am blessed.}
WAR_MON_DESC_8	{The giant mouth of an ancient hound suddenly emerges through the face of the monolith. It opens its jaws wide, and foul-smelling spittle streaks my visor. My nausea is tempered by the sight of valuable commodities balanced on its giant tongue.

In a sudden movement the hound shifts the goods to one side of its mouth, spraying saliva over my arms. There's space on the tongue for more, should I wish to give up some of my cargo...}
DNT_WAR_MON_LANG_8	{Feed the beast}
WAR_MON_OPT_A_8	{Place goods on giant hound tongue}
WAR_MON_OPT_B_8	{Remove goods from giant hound tongue}
WAR_MON_RES_A_8	{The hound swallows my offerings, and licks me enthusiastically.

I am blessed by an ancient power.}
WAR_MON_RES_B_8	{The giant beast clamps its jaws, puncturing my arm with a yellowed canine.

I retrieve the offering.}
WAR_MON_DESC_9	{An ancient warrior's feet and legs slowly emerge from the bottom of the monolith. The rest of its torso then follows, unceremoniously pushed out onto the alien turf. It has been decapitated.

Blood drips at my feet and high above me a disembodied head laughs at my shock. It shouts a guttural command of encouragement down to me. Behind, I hear an ancient blade unsheathe, and someone rushing towards me...}
DNT_WAR_MON_LANG_9	{Brave interloper! Resist fear!}
WAR_MON_OPT_A_9	{Stand}
WAR_MON_OPT_B_9	{Kneel}
WAR_MON_RES_A_9	{A spectral blade passes through my neck. I pass the test.

The blood that drips from the warrior's exposed neck turns into a reward.}
WAR_MON_RES_B_9	{A spectral blade passes over my head. The disembodied skull seems disappointed.

I have perhaps failed some sort of test.}
WAR_MON_DESC_10	{The monolith fragments before my eyes. It folds down in on itself, again and again, until it is a tiny red orb surrounded by dancing lights. It feels like something truly ancient, perhaps something divine, is showing me the origin of these strange constructions.

The metal I carry is physically dragging me towards it - desperate to help it rebuild. It's not so much that I'm a pilgrim bearing offerings in hope of a blessing, but more that the elements I carry want to offer themselves...}
DNT_WAR_MON_LANG_10	{The Vy'keen feed the Atlas stone rare metal. It builds. It towers.}
WAR_MON_OPT_A_10	{Give common metal}
WAR_MON_OPT_B_10	{Give uncommon metal}
WAR_MON_OPT_C_10	{Give rare metal}
WAR_MON_RES_A_10	{I see my insignificance within the infinite bounds of space.

The monolith slowly rebuilds inch by inch. I am pitied.}
WAR_MON_RES_B_10	{I see my true place within the infinite depth of space and time.

The monolith slowly rebuilds. It pities me.}
WAR_MON_RES_C_10	{I see my true place within the infinite depth of space and time.

The monolith rebuilds, and rewards me in consolation.}
WAR_MON_DESC_11	{I place my palm on the monolith, then stand back when it melts in response to my touch. Molten rock drips down the stone, exposing a hollow interior. Inside, I see riches that are beyond belief. Ancient technologies and cargo that would aid my journey.

Lava continues to drop, and the edifice seems unstable, but equipment that could aid me is within arm's reach. Suddenly, the voice of an ancient tribe shakes the ground I stand on...}
DNT_WAR_MON_LANG_11	{The Vy'keen Ancients burn thieves and pirates.}
WAR_MON_OPT_A_11	{Reach in}
WAR_MON_OPT_B_11	{Stand back}
WAR_MON_RES_A_11	{The molten monolith collapses onto my exosuit.

The edifice is reconstructed – the damage remains.}
WAR_MON_RES_B_11	{The ancient warriors who once worshipped here bless my show of respect.}
WAR_MON_DESC_12	{There are three vast columns of words on the ancient structure, each written in a different alphabet. The first column's words are like savage runes scratched in sand, the second shows precise sequences of dots. The final column has wide and welcoming letters, almost appearing hand-written in hard stone.

The dirt and blood of ancient hand prints cover the base of each column.}
DNT_WAR_MON_LANG_12	{Grah! Learn language of the conquerors! Learn language of the conquered!}
WAR_MON_OPT_A_12	{Press hand against runes}
WAR_MON_OPT_B_12	{Press hand against dots}
WAR_MON_OPT_C_12	{Press hand against letters}
WAR_MON_RES_A_12	{The ancient spirits that dwell here infuse me with the language of their warrior descendants.}
WAR_MON_RES_B_12	{The ancient spirits that dwell here infuse me with the language of a distant race of electronic lifeforms.}
WAR_MON_RES_C_12	{The ancient spirits that dwell here infuse me with the language of a distant race of beaked traders.}
WAR_MON_DESC_13	{I become a part of a strange new reality. The ancient rock opens. Inside, the dried out heart of an ancient warrior is strung up between wooden pillars. It pulses slowly as it hangs there, still beating.

Lying below it on a dusty floor are a set of wrinkled lungs that look forever doomed to wheeze stale air. A desiccated eyeball stares up at me. Unblinking.}
DNT_WAR_MON_LANG_13	{Rebuild the ancient warrior body. Restore monolith power.}
WAR_MON_OPT_A_13	{Shoot heart}
WAR_MON_OPT_B_13	{Place lungs with heart}
WAR_MON_OPT_C_13	{Respectfully depart}
WAR_MON_RES_A_13	{I hear an ancient scream.

The monolith's power fades.}
WAR_MON_RES_B_13	{The heart and lungs pulse in harmony.

The monolith's power is restored.}
WAR_MON_RES_C_13	{The monolith closes.

I hear disappointed wails from inside.}
WAR_MON_DESC_14	{I live within a new reality. I am inside a vast coliseum and beneath a blood red sky. The noise is overpowering. Warriors scream and bark at the battle set up before them.

Two combatants are squaring up on the crimson sand. One has lost its blade, and hides behind a shield. The other stalks towards it, with a spear raised. I feel compelled to add my voice to the howl of the mob.}
DNT_WAR_MON_LANG_14	{Choose your warrior! Vy'keen ancients reward interloper howl!}
WAR_MON_OPT_A_14	{Support endangered gladiator}
WAR_MON_OPT_B_14	{Support spear-wielding gladiator}
WAR_MON_RES_A_14	{The gladiator decapitates its foe with the sharpened shield. It bows towards me.

I am thanked with something to defend me.}
WAR_MON_RES_B_14	{The gladiator plunges the spear straight through its rival's head. It bows towards me.

I am thanked with something to help me destroy my enemies.}
WAR_MON_DESC_15	{I place my hand on the ancient structure and feel an intense heat burning within. Suddenly, as if attracted to my suit, a liquid metal starts to seep from a hole that's been broken into the rock.

What starts as a drip, becomes a surge forcing itself through the gap. The monolith's previous contents are draining, and its glow is starting to fade. A voice screams out.}
DNT_WAR_MON_LANG_15	{Seal gap! Protect Monolith! Precious valuable material lost! Use metal!}
WAR_MON_OPT_A_15	{Plug hole with metal}
WAR_MON_OPT_B_15	{Plug hole with catalyst}
WAR_MON_OPT_C_15	{Take molten substance}
WAR_MON_RES_A_15	{The hole is sealed. The monolith's contents are secured.

I am safe, and thanked.}
WAR_MON_RES_B_15	{The catalyst reacts with the molten material. It vaporises, both within the structure and without.

The monolith's power fades.}
WAR_MON_RES_C_15	{The molten material burns my suit.

Its value makes the pain worthwhile.}
WAR_MON_DESC_16	{The body of a gilled blob creature materialises on the surface of the rock. It is an ancient sacrifice, impaled through its wide, open eyes with metal spears.

Liquid is dripping from the body down the monolith through a channel cut into the rock by ancient hands. It can be diverted toward two carvings – one of a sun, the other of a moon.}
DNT_WAR_MON_LANG_16	{Light brings power. Darkness brings resilience.}
WAR_MON_OPT_A_16	{Divert body liquid to sun}
WAR_MON_OPT_B_16	{Divert body liquid to moon}
WAR_MON_OPT_C_16	{Take metal spears}
WAR_MON_RES_A_16	{The Monolith creates my chosen reward.

I am blessed.}
WAR_MON_RES_B_16	{I take the metal spears. The blob fades away.

I have disappointed an unknown power.}
WAR_MON_DESC_17	{I feel drained. Readings on my multi-tool and exosuit start to gradually pull downwards, and a feeling of lethargy overwhelms me. I breathe normally, but my body screams for oxygen.

The monolith, silent and unmoving, towers above. A thought from outside my own mind starts to echo through my consciousness.}
DNT_WAR_MON_LANG_17	{Ancients consume interloper life force! Ancients reward interloper for rebirth! Closer! Faster! Closer! Faster!}
WAR_MON_OPT_A_17	{Touch monolith}
WAR_MON_OPT_B_17	{Stand still}
WAR_MON_OPT_C_17	{Move away}
WAR_MON_RES_A_17	{The monolith swiftly drains life force through my outstretched arm.

It is rejuvenated, and I am rewarded.}
WAR_MON_RES_B_17	{The monolith slowly drains me of my life force.

After an extended period of lethargy and pain, I am rewarded.}
WAR_MON_RES_C_17	{I move beyond the reach of the life-draining monolith.

It towers above me. Implacable and disapproving.}
WAR_MON_DESC_18	{It's the time of day that this mysterious site becomes active. A beam of light shines down from the sky and is focused by ancient glyphs onto a stone surface marked with ancient carvings.

The beam of light slowly traces towards images scratched into the stone. A vast warrior battle, an alien city and what could be a stolen treasure. The hand prints of pilgrims cover each one...}
DNT_WAR_MON_LANG_18	{Hirk took the treasure of Nal after battle. Treasure now hides in the city of Hirk.}
WAR_MON_OPT_A_18	{Touch battle image}
WAR_MON_OPT_B_18	{Touch city image}
